,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
1507,Bachelors,2017,Bangalore,3,25,Male,No,3,1
367,Masters,2015,Pune,2,25,Female,No,3,1
142,Bachelors,2017,New Delhi,3,28,Female,No,2,0
3860,Bachelors,2016,Bangalore,3,36,Male,No,4,0
3909,Bachelors,2016,Bangalore,3,39,Female,No,0,0
2074,Masters,2016,Bangalore,3,29,Female,No,2,0
1561,Bachelors,2016,Bangalore,3,27,Male,Yes,5,0
1728,Bachelors,2015,Pune,2,28,Female,No,5,1
4156,Masters,2018,New Delhi,3,30,Female,Yes,2,1
3351,Bachelors,2017,Bangalore,3,35,Male,No,3,0
4200,PHD,2012,New Delhi,3,25,Male,No,3,0
2215,Bachelors,2015,New Delhi,3,26,Female,No,4,0
4439,Bachelors,2017,New Delhi,2,40,Female,No,3,0
2211,Bachelors,2015,Pune,2,30,Female,Yes,1,1
3488,Bachelors,2017,New Delhi,3,34,Female,No,2,1
3988,Bachelors,2016,Bangalore,3,38,Female,No,7,0
2810,Bachelors,2014,Pune,2,29,Female,No,1,1
3221,Bachelors,2012,Bangalore,3,38,Female,No,5,0
2592,Bachelors,2017,Bangalore,3,30,Male,No,3,0
1969,Bachelors,2018,Bangalore,3,25,Male,No,3,1
2641,Bachelors,2017,Bangalore,3,28,Male,No,3,0
3936,Bachelors,2017,Bangalore,3,37,Male,No,3,0
2640,Bachelors,2015,Pune,1,30,Female,No,0,1
1029,Bachelors,2017,Bangalore,3,27,Male,No,5,0
3265,Bachelors,2013,Pune,2,32,Female,No,1,1
2677,Bachelors,2012,Bangalore,3,29,Male,No,1,0
3,Masters,2016,Bangalore,3,27,Male,No,5,1
3261,PHD,2018,New Delhi,3,35,Female,No,0,1
2271,Bachelors,2013,Pune,3,28,Male,No,2,0
3655,Bachelors,2016,Bangalore,3,33,Male,No,3,0
1670,Bachelors,2013,Bangalore,3,25,Female,No,3,1
672,Masters,2017,New Delhi,2,25,Male,No,3,1
1259,Bachelors,2014,Pune,3,26,Male,No,4,0
2738,Bachelors,2014,New Delhi,3,29,Male,Yes,4,0
1623,Bachelors,2012,Pune,3,26,Male,No,4,0
1627,Bachelors,2017,Bangalore,3,26,Male,No,4,1
1794,Bachelors,2013,Bangalore,3,26,Female,No,4,0
3178,Bachelors,2017,New Delhi,3,33,Female,No,2,0
898,Bachelors,2014,Bangalore,3,24,Male,No,2,0
609,Masters,2013,Pune,3,28,Male,No,2,1
2502,Bachelors,2013,New Delhi,3,26,Male,No,4,0
3912,Bachelors,2017,New Delhi,3,37,Male,No,0,0
2798,Bachelors,2013,Bangalore,3,28,Male,No,1,0
3676,Bachelors,2012,Pune,3,31,Male,No,3,0
711,Bachelors,2015,New Delhi,2,28,Female,Yes,2,1
776,Masters,2014,Bangalore,3,27,Female,No,5,1
4488,Bachelors,2018,Bangalore,3,40,Female,No,4,1
4056,Bachelors,2014,Bangalore,3,33,Male,No,5,0
360,Bachelors,2017,New Delhi,2,26,Male,No,4,0
4247,Bachelors,2012,Bangalore,3,32,Female,No,0,0
2045,Bachelors,2014,New Delhi,3,28,Female,No,2,0
1495,Bachelors,2015,Pune,3,27,Female,No,5,1
2486,Masters,2013,New Delhi,2,26,Male,No,4,1
1921,Bachelors,2017,Bangalore,2,28,Female,No,2,1
2976,PHD,2015,New Delhi,2,27,Female,No,5,0
3155,Bachelors,2013,New Delhi,3,37,Male,No,2,0
4455,Bachelors,2018,Bangalore,3,24,Male,No,2,1
294,Masters,2013,New Delhi,3,26,Male,No,4,1
3185,Bachelors,2013,Bangalore,3,32,Female,No,4,0
1971,Masters,2014,New Delhi,3,26,Male,No,4,0
1966,Bachelors,2013,Pune,3,24,Female,No,2,1
4192,Masters,2017,Bangalore,2,35,Female,No,0,0
582,Bachelors,2016,Bangalore,3,25,Female,No,3,0
2425,Bachelors,2015,Pune,3,29,Female,No,2,1
538,Masters,2017,New Delhi,2,25,Female,No,3,1
3234,Bachelors,2015,Bangalore,1,35,Male,No,5,0
1461,Bachelors,2016,New Delhi,3,28,Male,No,0,0
4590,Bachelors,2017,Bangalore,3,36,Male,No,4,1
652,Bachelors,2015,Pune,3,25,Female,No,3,1
3760,Bachelors,2013,Bangalore,3,37,Female,No,1,0
1714,Bachelors,2018,Bangalore,3,26,Female,No,4,1
3762,Bachelors,2015,Bangalore,3,33,Male,No,2,0
3931,Bachelors,2014,Bangalore,3,34,Male,No,4,0
3565,Masters,2013,New Delhi,2,32,Male,No,2,1
296,Bachelors,2014,Pune,3,28,Male,No,2,0
1253,Bachelors,2016,Pune,3,24,Male,Yes,2,0
3294,Masters,2017,New Delhi,3,39,Female,No,5,1
4404,Bachelors,2016,Bangalore,3,23,Male,No,1,0
514,Bachelors,2013,Pune,3,27,Male,No,5,0
515,Bachelors,2016,New Delhi,3,24,Female,No,2,0
4607,PHD,2014,New Delhi,3,23,Male,No,1,0
450,Bachelors,2013,Pune,3,26,Male,No,4,0
3320,Masters,2017,Bangalore,3,34,Female,No,4,0
3568,PHD,2014,New Delhi,3,32,Female,No,0,0
4152,Masters,2015,Pune,2,24,Female,No,2,0
2282,Bachelors,2018,Pune,3,28,Male,No,1,1
430,Masters,2014,New Delhi,3,26,Male,No,4,1
4193,Bachelors,2015,Bangalore,3,30,Male,No,2,0
1697,Masters,2014,Bangalore,3,24,Female,No,2,0
970,Bachelors,2015,New Delhi,3,28,Female,No,3,0
1476,Bachelors,2016,New Delhi,3,26,Male,No,4,0
1723,Bachelors,2015,Pune,2,25,Female,Yes,3,1
4184,Bachelors,2014,Pune,1,37,Male,No,1,0
2551,Bachelors,2017,Pune,2,28,Male,No,3,0
744,Bachelors,2014,Pune,3,25,Male,No,3,1
815,Masters,2017,Bangalore,2,25,Female,Yes,3,1
3299,Bachelors,2015,Pune,2,40,Female,No,4,1
625,Bachelors,2015,Bangalore,3,25,Male,No,3,0
3966,PHD,2013,New Delhi,3,40,Male,No,5,0
2953,Bachelors,2012,Pune,3,26,Male,No,4,0
4221,Bachelors,2012,Bangalore,3,23,Male,No,1,0
1610,Bachelors,2012,Bangalore,3,27,Male,Yes,5,0
4150,Bachelors,2015,Bangalore,3,26,Male,No,4,0
2655,Bachelors,2015,Bangalore,3,30,Female,No,3,1
3824,Bachelors,2016,New Delhi,3,37,Male,No,3,0
1673,Bachelors,2014,Bangalore,3,28,Male,No,4,0
350,Bachelors,2015,Pune,3,26,Female,No,4,1
496,Bachelors,2016,Bangalore,3,27,Male,No,5,0
4250,Bachelors,2015,Bangalore,3,38,Male,No,1,0
2631,Masters,2014,Pune,3,26,Male,No,4,1
2494,Bachelors,2015,Bangalore,3,30,Male,No,0,0
2313,Bachelors,2015,Pune,3,30,Female,No,1,1
2297,Bachelors,2015,New Delhi,3,26,Male,No,4,0
378,Bachelors,2014,Bangalore,3,26,Male,No,4,0
2845,Bachelors,2013,Bangalore,3,26,Female,No,4,0
2044,Bachelors,2013,Bangalore,3,27,Male,No,5,1
2168,Bachelors,2013,Pune,3,30,Male,No,2,0
4519,Bachelors,2017,Bangalore,3,24,Male,Yes,2,0
2580,Bachelors,2017,New Delhi,2,26,Female,No,4,0
4080,Masters,2013,Pune,3,22,Female,Yes,0,1
1407,Masters,2017,New Delhi,2,28,Female,No,2,0
3725,Bachelors,2015,New Delhi,2,34,Female,No,5,1
1122,Bachelors,2015,New Delhi,2,25,Female,No,3,1
2146,Masters,2016,New Delhi,3,26,Male,No,4,0
2061,Bachelors,2017,Bangalore,3,28,Female,No,2,0
3941,Bachelors,2015,Bangalore,3,34,Male,No,2,1
89,Masters,2012,New Delhi,3,32,Male,No,2,0
458,Masters,2015,New Delhi,3,24,Female,No,2,0
3838,Bachelors,2014,Pune,2,34,Female,No,2,1
2296,Bachelors,2012,Bangalore,3,28,Male,No,2,0
2158,Bachelors,2018,Pune,2,28,Female,No,2,1
2509,Bachelors,2012,Bangalore,3,29,Female,No,4,0
2020,Masters,2013,New Delhi,3,26,Male,No,4,1
729,Bachelors,2015,Bangalore,1,28,Female,No,1,0
1177,Bachelors,2014,Bangalore,3,28,Male,No,2,0
1222,Bachelors,2018,Pune,3,26,Female,No,4,1
2102,Bachelors,2015,New Delhi,3,30,Female,No,2,0
1284,Masters,2016,New Delhi,3,25,Male,No,3,1
1727,Bachelors,2012,Bangalore,3,27,Male,No,5,1
2167,Bachelors,2015,Bangalore,3,29,Male,No,1,0
908,Bachelors,2016,Bangalore,3,25,Male,No,3,0
1914,Bachelors,2012,New Delhi,3,25,Female,No,3,0
2521,Masters,2017,New Delhi,2,27,Male,No,5,1
3656,Bachelors,2017,Bangalore,3,37,Male,No,4,0
2302,Bachelors,2017,New Delhi,3,27,Female,No,5,0
3526,Bachelors,2015,Bangalore,3,31,Female,No,4,0
4049,Bachelors,2014,Pune,3,27,Male,No,5,0
203,Bachelors,2014,Pune,2,26,Female,No,4,1
4295,Bachelors,2013,Pune,3,40,Female,No,1,1
3551,Masters,2017,Pune,3,35,Male,No,1,0
2487,Bachelors,2017,Bangalore,3,27,Male,No,5,0
3979,Masters,2017,New Delhi,2,40,Female,Yes,2,0
2616,Bachelors,2015,Bangalore,3,28,Male,No,1,0
2441,Bachelors,2012,Pune,3,30,Male,No,1,0
439,Masters,2017,Pune,2,27,Male,No,5,1
851,Masters,2017,New Delhi,2,26,Male,No,4,1
1152,Bachelors,2013,Pune,3,24,Female,No,2,0
3775,Masters,2017,Bangalore,2,41,Male,Yes,2,1
288,Masters,2015,Pune,3,27,Female,No,5,1
3667,Bachelors,2014,Bangalore,3,35,Male,No,0,1
1058,Bachelors,2016,Bangalore,3,28,Male,Yes,4,0
4100,Bachelors,2012,Bangalore,3,37,Male,No,5,0
3153,Masters,2013,Pune,3,37,Male,No,2,0
3141,Masters,2017,New Delhi,2,38,Male,No,5,0
1052,Bachelors,2014,Pune,3,26,Male,No,4,0
3041,Bachelors,2017,Pune,3,32,Male,No,5,0
2806,Bachelors,2014,Bangalore,3,29,Male,No,3,1
3359,PHD,2018,New Delhi,3,37,Female,No,2,1
1332,Bachelors,2012,Pune,3,25,Female,No,3,1
3823,Bachelors,2015,Pune,2,33,Female,Yes,3,1
3911,Bachelors,2012,Bangalore,3,36,Male,No,1,0
2439,Bachelors,2012,Bangalore,3,29,Female,No,1,0
903,Bachelors,2014,Bangalore,3,28,Male,No,3,0
2398,Bachelors,2014,Bangalore,3,29,Female,No,1,1
4109,Bachelors,2012,Pune,1,35,Male,No,1,0
737,Bachelors,2018,Bangalore,3,28,Male,No,1,1
3231,Masters,2012,New Delhi,3,38,Male,No,2,0
3487,Masters,2014,Pune,3,36,Female,No,2,0
3634,Bachelors,2017,Bangalore,3,32,Male,No,2,0
598,Bachelors,2017,Bangalore,3,27,Male,No,5,0
809,Masters,2017,New Delhi,2,28,Female,No,2,0
2831,Bachelors,2014,New Delhi,3,30,Female,No,2,0
3341,Bachelors,2014,New Delhi,3,37,Male,No,3,0
2111,Bachelors,2013,Bangalore,3,29,Female,No,1,1
3215,Masters,2017,Pune,2,37,Female,No,1,0
2501,Masters,2017,Pune,2,30,Male,No,0,1
826,Bachelors,2012,New Delhi,3,27,Female,No,5,0
4212,Bachelors,2013,Bangalore,3,25,Female,No,3,0
403,Bachelors,2015,Bangalore,3,26,Male,No,4,0
4340,Bachelors,2016,Pune,2,27,Female,No,5,1
3152,Bachelors,2012,Bangalore,3,33,Female,Yes,0,0
1506,Bachelors,2013,Bangalore,3,24,Male,Yes,2,0
800,Bachelors,2012,Pune,2,25,Male,No,3,1
2043,Bachelors,2015,Bangalore,3,28,Male,No,2,0
2823,Bachelors,2015,Bangalore,3,30,Male,Yes,3,0
2198,PHD,2016,Pune,1,28,Male,No,2,0
2751,Bachelors,2018,Bangalore,3,29,Male,No,2,1
3982,Bachelors,2012,Bangalore,1,35,Male,No,7,0
2033,Bachelors,2014,Bangalore,3,30,Male,No,2,0
1358,Masters,2017,New Delhi,3,28,Male,No,5,0
437,Masters,2012,Pune,3,27,Male,No,5,0
1816,Bachelors,2017,Bangalore,3,28,Female,No,3,1
3263,Bachelors,2012,Pune,3,31,Female,No,5,0
4198,Bachelors,2012,Bangalore,3,26,Male,Yes,4,0
4364,Bachelors,2015,Pune,2,25,Male,No,3,1
2375,PHD,2013,New Delhi,3,30,Female,No,2,0
3374,Bachelors,2013,Bangalore,3,41,Male,Yes,2,1
1575,Bachelors,2017,Pune,2,28,Male,No,3,0
1112,Bachelors,2012,Bangalore,3,27,Male,No,5,0
223,Bachelors,2013,Bangalore,3,27,Male,No,5,0
146,Bachelors,2014,Bangalore,3,25,Male,No,3,0
1833,Bachelors,2014,Pune,3,26,Male,No,4,0
2535,Bachelors,2014,Bangalore,3,28,Female,No,3,0
1510,Masters,2013,Bangalore,3,26,Female,No,4,1
796,Bachelors,2016,Bangalore,3,25,Male,No,3,0
1550,Masters,2017,New Delhi,3,27,Male,No,5,1
613,Bachelors,2014,Pune,1,26,Female,No,4,1
3545,Bachelors,2014,Bangalore,3,33,Male,No,5,1
2832,Bachelors,2012,New Delhi,3,29,Female,No,5,0
3469,Bachelors,2016,Bangalore,3,41,Female,No,1,1
804,Bachelors,2013,Pune,3,27,Male,No,5,0
2417,Bachelors,2015,Bangalore,2,27,Female,No,5,1
3200,Bachelors,2015,Bangalore,3,36,Female,No,5,0
1352,Masters,2017,New Delhi,2,27,Male,No,5,1
272,Bachelors,2013,Pune,3,28,Male,No,1,0
2338,Masters,2017,Bangalore,3,26,Male,No,4,1
1671,Bachelors,2017,Bangalore,3,24,Female,No,2,1
820,Masters,2017,New Delhi,2,24,Male,No,2,1
950,Bachelors,2013,Pune,3,24,Female,No,2,1
3409,Bachelors,2015,New Delhi,3,32,Male,No,1,0
2585,Bachelors,2016,Bangalore,3,27,Male,Yes,5,0
30,PHD,2013,New Delhi,3,25,Male,No,3,0
1054,Bachelors,2017,Bangalore,3,28,Male,No,2,0
1236,Bachelors,2016,Bangalore,3,25,Male,No,3,1
1645,Bachelors,2016,Bangalore,1,24,Male,No,2,0
1340,Bachelors,2014,Pune,2,24,Female,No,2,1
524,Masters,2017,New Delhi,3,24,Male,No,2,0
4348,Bachelors,2012,Pune,3,32,Male,No,3,0
690,Bachelors,2014,Pune,3,25,Male,No,3,0
3670,Bachelors,2015,Pune,1,31,Female,No,3,1
39,Bachelors,2014,Pune,3,30,Male,Yes,4,0
2395,Bachelors,2017,Pune,2,29,Female,No,1,1
2427,Bachelors,2015,Pune,2,29,Female,No,2,1
3226,Bachelors,2013,Bangalore,3,31,Female,No,4,1
2923,Bachelors,2015,Pune,2,28,Female,No,0,1
3902,Bachelors,2015,Pune,2,39,Female,Yes,0,1
1501,Bachelors,2012,Bangalore,3,25,Female,Yes,3,0
3165,Bachelors,2014,Bangalore,1,37,Male,No,5,0
526,Bachelors,2017,Bangalore,3,24,Male,No,2,0
2087,Bachelors,2016,New Delhi,3,29,Female,No,1,0
251,Bachelors,2014,Bangalore,3,25,Male,Yes,3,0
3405,PHD,2015,Pune,3,37,Male,No,2,0
1862,Bachelors,2015,Pune,3,24,Male,No,2,0
617,Masters,2017,New Delhi,2,26,Female,No,4,0
671,Bachelors,2016,New Delhi,3,27,Female,No,5,0
2414,Bachelors,2013,Bangalore,3,30,Male,No,2,0
751,Masters,2017,Bangalore,3,28,Female,No,3,1
805,Bachelors,2015,Pune,2,24,Female,Yes,2,1
4258,Bachelors,2014,Bangalore,3,37,Male,No,5,0
2542,Bachelors,2012,Pune,3,29,Male,No,1,0
4625,Bachelors,2013,Pune,3,37,Male,No,3,0
3357,Bachelors,2018,Pune,3,40,Male,No,0,1
1557,Bachelors,2015,Bangalore,3,27,Male,No,5,0
3680,Bachelors,2016,Bangalore,3,41,Male,No,2,0
1983,Masters,2015,Pune,2,28,Female,No,0,0
940,Bachelors,2017,Pune,3,28,Female,No,1,0
2714,Bachelors,2012,Bangalore,3,27,Female,No,5,0
1686,Bachelors,2018,Bangalore,3,25,Female,No,3,1
1382,Bachelors,2013,Pune,3,27,Male,No,5,0
3669,Bachelors,2012,New Delhi,3,41,Female,No,0,0
3644,Bachelors,2018,Bangalore,3,33,Female,No,3,1
4023,Bachelors,2013,New Delhi,2,35,Female,No,1,1
1993,Bachelors,2015,Pune,3,28,Female,No,2,1
67,Bachelors,2014,New Delhi,3,28,Male,No,0,0
68,Bachelors,2015,Bangalore,3,24,Female,No,2,0
2460,Bachelors,2013,Pune,3,26,Male,No,4,0
4141,Bachelors,2015,Pune,2,40,Female,Yes,0,1
704,Bachelors,2017,Bangalore,3,26,Female,No,4,0
2038,Bachelors,2014,Bangalore,3,29,Male,No,1,0
1628,Bachelors,2017,Pune,3,28,Female,No,4,1
1060,Bachelors,2017,Bangalore,3,28,Male,No,1,0
46,PHD,2012,New Delhi,3,27,Male,No,5,0
3219,Bachelors,2018,Pune,3,41,Male,Yes,0,1
3496,Bachelors,2012,Bangalore,3,41,Male,No,3,0
1388,Bachelors,2017,Pune,3,25,Female,No,3,1
926,Bachelors,2015,Bangalore,3,27,Female,No,5,1
390,Bachelors,2013,Bangalore,3,24,Male,No,2,0
802,Bachelors,2017,Bangalore,3,27,Female,No,5,1
1562,Bachelors,2017,Pune,3,26,Male,No,4,0
2838,Masters,2017,New Delhi,3,26,Female,No,4,0
3869,Bachelors,2015,Bangalore,1,32,Male,Yes,0,1
4060,Masters,2018,New Delhi,3,23,Female,No,1,1
3192,Bachelors,2014,Pune,3,34,Male,No,0,0
3243,Bachelors,2012,Bangalore,3,39,Female,No,5,0
1276,Bachelors,2016,New Delhi,3,27,Male,No,5,0
1057,Bachelors,2018,Bangalore,3,24,Male,Yes,2,1
3031,Bachelors,2013,New Delhi,3,41,Female,No,4,0
326,Bachelors,2018,Pune,3,25,Male,Yes,3,1
1531,Bachelors,2013,Pune,1,26,Female,No,4,1
2720,Bachelors,2017,New Delhi,3,29,Female,No,3,0
2600,Bachelors,2018,Bangalore,3,29,Male,No,0,1
2438,Bachelors,2016,Bangalore,3,29,Female,No,1,0
3679,Masters,2017,New Delhi,2,32,Male,No,2,0
1513,Masters,2017,New Delhi,2,24,Female,No,2,0
2936,Bachelors,2017,Bangalore,3,27,Male,No,5,0
4578,Bachelors,2014,Bangalore,3,39,Male,No,3,0
193,Bachelors,2015,Bangalore,3,27,Female,No,5,0
3548,Bachelors,2015,Pune,1,32,Female,No,5,1
719,Bachelors,2016,Bangalore,3,24,Male,No,2,0
3789,Bachelors,2016,Bangalore,3,40,Male,Yes,1,0
4168,Bachelors,2015,Bangalore,3,38,Female,No,5,0
3744,Masters,2017,New Delhi,2,33,Male,No,4,0
2085,Masters,2017,Pune,2,27,Male,No,5,1
3992,Bachelors,2018,Bangalore,2,26,Female,No,4,1
2323,Bachelors,2018,Bangalore,3,28,Male,No,1,1
4462,Bachelors,2016,Pune,2,35,Female,No,4,1
3214,Bachelors,2015,Pune,2,35,Male,No,3,1
2235,Bachelors,2016,Bangalore,3,27,Female,No,5,1
807,PHD,2015,New Delhi,3,28,Female,No,1,0
306,Masters,2015,New Delhi,3,25,Male,No,3,0
1300,Bachelors,2017,Bangalore,3,27,Male,No,5,0
1692,Bachelors,2017,Pune,3,26,Male,No,4,0
3998,Bachelors,2013,New Delhi,2,34,Female,No,4,1
2433,Masters,2018,New Delhi,1,26,Female,No,4,1
1949,Masters,2015,New Delhi,2,27,Female,No,5,1
4397,Masters,2018,New Delhi,3,33,Female,No,2,1
3976,Masters,2018,Bangalore,3,39,Female,No,6,1
545,Masters,2015,Pune,3,28,Female,Yes,2,0
2627,Bachelors,2018,Pune,3,28,Female,No,5,1
2988,Bachelors,2015,Pune,3,29,Male,No,0,0
2716,Bachelors,2012,New Delhi,1,27,Female,No,5,1
2925,Bachelors,2013,Bangalore,3,29,Female,No,3,0
3139,Masters,2017,Bangalore,2,41,Male,No,4,0
4303,Bachelors,2015,Bangalore,3,36,Male,No,1,0
3978,Bachelors,2012,Bangalore,3,38,Male,No,7,1
1308,Bachelors,2017,Bangalore,3,26,Female,No,4,0
3721,Masters,2014,New Delhi,3,32,Female,No,5,0
4070,Bachelors,2015,Pune,1,22,Female,No,0,1
4286,Bachelors,2015,New Delhi,3,22,Male,No,0,0
4381,Bachelors,2013,Bangalore,3,22,Male,No,0,1
3034,Bachelors,2013,Pune,3,40,Male,No,5,0
2753,Bachelors,2016,Bangalore,3,27,Female,No,5,0
433,Masters,2014,New Delhi,3,28,Female,No,1,0
1532,Bachelors,2012,Pune,2,27,Female,No,5,1
3205,Masters,2015,Pune,2,33,Male,No,4,1
2506,Masters,2018,New Delhi,3,27,Male,Yes,5,1
728,Bachelors,2013,Bangalore,3,28,Male,Yes,1,1
3805,Bachelors,2016,Bangalore,3,40,Male,No,0,0
2799,Bachelors,2012,Bangalore,3,28,Male,Yes,2,0
3089,Bachelors,2012,Pune,3,34,Male,No,2,0
4649,Masters,2013,Pune,2,37,Male,No,2,1
4595,Bachelors,2014,Bangalore,3,30,Male,No,1,1
3509,Masters,2013,Bangalore,3,37,Female,No,3,1
3724,Bachelors,2015,Pune,1,36,Female,No,4,1
570,Bachelors,2017,New Delhi,3,28,Female,No,2,0
3142,Bachelors,2012,Bangalore,3,37,Male,No,4,0
2896,Bachelors,2016,Bangalore,3,29,Female,No,0,1
2755,Bachelors,2017,Bangalore,1,30,Male,No,1,0
858,Masters,2014,New Delhi,3,27,Male,No,5,0
875,Masters,2014,New Delhi,3,25,Male,No,3,0
2754,Bachelors,2016,New Delhi,3,26,Female,No,4,0
1096,Masters,2017,New Delhi,1,26,Female,No,4,0
3652,PHD,2018,New Delhi,3,33,Female,No,4,1
3064,Bachelors,2016,New Delhi,3,31,Female,No,4,0
2316,Masters,2013,Bangalore,2,29,Female,No,2,1
1344,Masters,2012,New Delhi,3,26,Female,No,4,1
3843,Bachelors,2016,Pune,3,36,Male,No,0,0
4189,Bachelors,2012,New Delhi,3,34,Female,No,2,0
2222,Bachelors,2016,Bangalore,3,30,Female,Yes,2,0
4147,Bachelors,2014,Pune,3,23,Male,No,1,0
885,Bachelors,2018,Bangalore,3,28,Female,No,3,1
2244,Bachelors,2015,Bangalore,3,29,Male,No,2,0
3067,Masters,2017,New Delhi,2,31,Male,No,4,1
596,Bachelors,2016,Pune,3,24,Male,No,2,0
3972,Bachelors,2017,New Delhi,2,33,Male,No,6,0
1025,Bachelors,2014,Bangalore,3,28,Male,No,4,0
2251,Bachelors,2015,Bangalore,3,27,Female,No,5,0
948,Bachelors,2017,Bangalore,3,25,Male,Yes,3,0
2318,Bachelors,2015,Bangalore,3,30,Male,No,1,0
798,Bachelors,2016,Bangalore,3,26,Male,No,4,0
2410,Bachelors,2017,New Delhi,3,27,Female,No,5,0
3628,Bachelors,2014,Bangalore,3,36,Male,No,0,0
3272,Masters,2012,Bangalore,3,40,Female,No,5,0
757,Bachelors,2015,Pune,2,28,Female,No,1,1
2156,Bachelors,2015,Pune,1,28,Female,No,2,1
2950,Masters,2017,New Delhi,3,27,Male,No,5,0
2021,Masters,2015,Pune,3,30,Female,No,2,0
476,Bachelors,2017,New Delhi,2,28,Female,No,3,0
1481,Bachelors,2014,Bangalore,3,24,Male,No,2,0
3930,Bachelors,2017,Pune,2,31,Male,No,0,0
1941,Bachelors,2014,Bangalore,3,28,Female,No,1,0
3747,PHD,2016,Pune,3,31,Female,No,4,0
2722,Bachelors,2017,Bangalore,3,30,Female,No,5,0
2927,Bachelors,2017,New Delhi,3,30,Female,No,3,0
2872,Bachelors,2017,New Delhi,2,28,Female,No,4,0
1817,Bachelors,2017,Bangalore,3,24,Female,No,2,0
992,Bachelors,2013,Pune,3,26,Male,Yes,4,0
1859,Bachelors,2014,Bangalore,3,28,Male,No,1,0
3924,Bachelors,2015,Bangalore,1,36,Female,No,2,0
3431,Bachelors,2017,Bangalore,3,39,Male,No,2,0
2926,Bachelors,2015,Bangalore,3,29,Male,No,5,0
4093,Masters,2018,New Delhi,3,29,Male,No,2,1
4305,Bachelors,2015,Pune,3,22,Male,No,0,0
2948,Bachelors,2012,Bangalore,3,28,Female,No,3,0
2098,Bachelors,2014,New Delhi,3,30,Male,No,1,0
3273,Bachelors,2012,Pune,2,32,Male,No,1,1
4086,PHD,2018,New Delhi,3,28,Male,No,4,1
1022,Bachelors,2012,Bangalore,3,26,Male,No,4,0
3697,Bachelors,2018,Bangalore,3,32,Male,No,3,1
3955,PHD,2013,Bangalore,3,32,Male,No,5,0
3883,Bachelors,2014,New Delhi,3,33,Female,No,4,0
2471,Bachelors,2014,Bangalore,3,29,Male,No,2,0
366,Bachelors,2015,Bangalore,3,24,Male,No,2,0
3965,Bachelors,2012,Bangalore,3,35,Male,No,5,0
3474,Bachelors,2012,Bangalore,3,41,Male,Yes,0,0
1354,Masters,2012,Pune,3,28,Male,No,0,1
2280,Bachelors,2014,Pune,2,28,Female,No,2,1
1207,Bachelors,2017,New Delhi,2,25,Male,No,3,0
528,Bachelors,2016,Bangalore,3,28,Male,No,2,0
1061,Bachelors,2012,Bangalore,3,27,Male,No,5,0
895,Bachelors,2017,New Delhi,3,27,Male,No,5,0
1264,PHD,2014,Bangalore,1,25,Female,No,3,0
281,Masters,2017,New Delhi,3,26,Male,No,4,0
1832,PHD,2018,Bangalore,3,27,Male,No,5,1
2874,Bachelors,2018,Bangalore,3,28,Male,No,1,1
2734,Bachelors,2012,Bangalore,3,26,Female,No,4,0
1070,Bachelors,2017,New Delhi,3,24,Male,No,2,0
579,Masters,2017,Pune,2,26,Male,No,4,1
937,Bachelors,2013,Bangalore,3,27,Male,No,5,0
1715,Masters,2017,New Delhi,2,28,Female,No,2,0
4620,Bachelors,2015,Pune,2,38,Female,No,4,1
1559,Bachelors,2016,Bangalore,3,26,Male,No,4,1
3688,Masters,2017,Bangalore,3,32,Female,No,4,1
2664,Bachelors,2013,New Delhi,3,27,Female,No,5,0
464,Bachelors,2017,Bangalore,3,28,Male,Yes,3,0
3123,PHD,2015,Pune,3,31,Female,No,1,0
1266,Bachelors,2014,New Delhi,3,24,Male,No,2,0
1870,Bachelors,2016,Bangalore,3,24,Male,No,2,0
98,Bachelors,2014,Bangalore,3,29,Female,No,0,0
1602,Bachelors,2014,Bangalore,3,28,Male,No,3,0
3991,Bachelors,2017,Pune,2,22,Male,No,0,0
3080,Bachelors,2018,Bangalore,3,36,Male,No,1,1
734,Masters,2016,New Delhi,3,24,Male,No,2,1
2216,Bachelors,2015,Pune,3,28,Female,Yes,2,1
138,Bachelors,2017,New Delhi,3,28,Male,No,2,0
1999,Bachelors,2015,Pune,3,28,Female,Yes,2,1
4341,Bachelors,2014,Bangalore,1,39,Female,No,4,0
1611,Bachelors,2012,Bangalore,3,28,Male,No,1,0
2593,PHD,2012,New Delhi,3,29,Male,No,5,0
1710,Bachelors,2014,New Delhi,3,27,Female,No,5,0
1142,Bachelors,2017,New Delhi,2,27,Male,No,5,0
2364,Bachelors,2018,Bangalore,3,26,Female,No,4,1
3614,Bachelors,2015,Bangalore,3,32,Female,No,4,0
4116,Bachelors,2014,Pune,3,26,Male,No,4,0
1742,Masters,2017,New Delhi,2,28,Female,No,2,0
3708,Masters,2017,Bangalore,1,34,Male,No,1,0
3502,Bachelors,2015,Bangalore,3,37,Female,No,5,0
2829,Bachelors,2014,Bangalore,3,27,Male,Yes,5,0
4423,Bachelors,2017,Bangalore,3,28,Male,No,3,1
4434,Masters,2013,New Delhi,2,35,Female,No,2,1
2707,Bachelors,2017,Bangalore,3,30,Male,No,4,0
1163,Masters,2017,Pune,2,28,Female,No,4,0
1348,Bachelors,2016,Pune,2,24,Female,No,2,1
2209,PHD,2017,New Delhi,3,29,Male,No,1,0
3207,Masters,2015,New Delhi,3,40,Male,No,2,0
